Field Name,Occurrence Count,Type
Verbrauch Wärme (witterungsbereinigt)  2020 [kWh/a],1,Unique
Verbrauch Wärme (witterungsbereinigt)  2021 [kWh/a],1,Unique
Verbrauch Wärme (witterungsbereinigt)  2022 [kWh/a],1,Unique
Verbrauch Wärme (witterungsbereinigt)  2023 [kWh/a],1,Unique
Verfahren insgesamt,1,Unique
Verfgbare Mittel,1,Unique
Verfgbares Soll,1,Unique
Verfgungsbeschr?nkung,1,Unique
Vergabeart,1,Unique
Vergabesumme in TEUR,1,Unique
Verhandlungsverfahren mit Teilnahmewettbewerb,1,Unique
Verhandlungsverfahren ohne Teilnahmewettbewerb,1,Unique
Verkehrseinheiten (VE),1,Unique
Versorgungsgrad Kindergarten in %,1,Unique
Versorgungsgrad Kinderkrippe in %,1,Unique
Vertrag,1,Unique
Veröffentlichungsjahr,1,Unique
Voraussichtliche Forderungen in Mio. Euro,1,Unique
Voraussichtliches_Ende,1,Unique
Vorlagen_und_Antraege,1,Unique
Vorname1,1,Unique
WZ-Abschnitt 2008 (1 Buchstabe),1,Unique
WZ-Abschnitt 2008 (1 Buchstabe) zus.,1,Unique
Wahlart,1,Unique
Wahlobjekt,1,Unique
Wahlraum,1,Unique
Wanderungssaldo 2018,1,Unique
Wanderungssaldo 2019,1,Unique
Wanderungssaldo 2020,1,Unique
Wanderungssaldo 2021,1,Unique
Wanderungssaldo 2022,1,Unique
Wasserqualitaet,1,Unique
Wasserqualitaet_lageso,1,Unique
Wasserqualitaet_predict,1,Unique
Wbz,1,Unique
Website,1,Unique
Wegezweck,1,Unique
Wegzug - alte Definition,1,Unique
Wegzug - revidiert,1,Unique
Weitere Öffnungszeiten,1,Unique
Weitere_Hinweise,1,Unique
Westdeutschland,1,Unique
Wickeltisch,1,Unique
Wintersemester,1,Unique
Wochenendgrundstück,1,Unique
Wochentag,1,Unique
Wohnfläche,1,Unique
Wohnfläche pro Person,1,Unique
Wärmemedium,1,Unique
Wärmeverbrauch witterungsbereinigt [kWh],1,Unique
XGCSWGS84,1,Unique
YGCSWGS84,1,Unique
Z?hler,1,Unique
Zahlungsart,1,Unique
Zeitfenster,1,Unique
Zentrum,1,Unique
Zentrum in Transformation,1,Unique
Zielgruppe,1,Unique
Zukunftsort,1,Unique
Zuordnung,1,Unique
Zusammengefasste Geburtenziffer ,1,Unique
Zusatz,1,Unique
Zuzug - alte Definition,1,Unique
Zuzug - revidiert,1,Unique
Zügigkeit nach Baumaßnahme,1,Unique
abs_nr,1,Unique
abs_nr17,1,Unique
absolut,1,Unique
aktive technik verbaut ,1,Unique
aktueller status,1,Unique
altersbereich,1,Unique
amtliche Einwohnerzahl Basis: Zensus 2011,1,Unique
anschluss nutzbar,1,Unique
anschlussltg_kw,1,Unique
ansprechpartner,1,Unique
art_des_gebiets,1,Unique
art_dtsch,1,Unique
attributes.ANORDNUNG,1,Unique
attributes.ANZAHL_LADEPUNKTE,1,Unique
attributes.ANZAHL_LADESAEULEN,1,Unique
attributes.AREA_HA,1,Unique
attributes.AREA_QM,1,Unique
attributes.ATTRIBUT_DATUM,1,Unique
attributes.AUSLAGESTELLE,1,Unique
attributes.AUSLEGUNG,1,Unique
attributes.Auslegung,1,Unique
attributes.BARRIEREFREI,1,Unique
attributes.BAUMART,1,Unique
attributes.BAUMNUMMER,1,Unique
attributes.BAUMSCHLUESSEL,1,Unique
attributes.BEKANNTMACHUNG,1,Unique
attributes.BESCHLUSS,1,Unique
attributes.BETRIEBSSTATUS,1,Unique
attributes.BEZAHLSYSTEM,1,Unique
attributes.BEZEICHNUNGZUSATZ,1,Unique
attributes.BEZUGNR,1,Unique
attributes.B_NR,1,Unique
attributes.CreationDate,1,Unique
attributes.Creator,1,Unique
attributes.DAMENTOILETTE,1,Unique
attributes.DIG_DATUM,1,Unique
attributes.EINLEITUNG,1,Unique
attributes.EINRICHTUNGSNAME,1,Unique
attributes.EINZUGSGEBIET,1,Unique
attributes.ERKLAERUNG,1,Unique
attributes.EditDate,1,Unique
attributes.Editor,1,Unique
attributes.GEBIET,1,Unique
attributes.GEBIETNR,1,Unique
attributes.GEBIETSARTNUMMER,1,Unique
attributes.GEBIETSNAME,1,Unique
attributes.GEBNR,1,Unique
attributes.GEMEINDESCHLUESSEL,1,Unique
attributes.GENEHMIGUNG,1,Unique
attributes.GEWAESSER,1,Unique
attributes.GEWORDNUNG,1,Unique
attributes.Gewaesser,1,Unique
attributes.GewaesserOrdnung,1,Unique
attributes.GlobalID,1,Unique
attributes.HAUSNUMMER,1,Unique
attributes.HERRENTOILETTE,1,Unique
attributes.HORT,1,Unique
attributes.INBETRIEBNAHMEDATUM,1,Unique
attributes.INFO,1,Unique
attributes.INKRAFTSEIT,1,Unique
attributes.INTEGRATIV,1,Unique
attributes.KGGS,1,Unique
attributes.KITA,1,Unique
attributes.LANDKREIS,1,Unique
attributes.LFDNR,1,Unique
attributes.NENNLEISTUNG,1,Unique
attributes.NUTZNR,1,Unique
attributes.NUTZUNG,1,Unique
attributes.NUTZUNG_LANG,1,Unique
attributes.OBJEKTSCHLUESSEL,1,Unique
attributes.OEFFNUNGSZEITEN,1,Unique
attributes.ORIENTATION,1,Unique
attributes.PFLANZDATUM,1,Unique
attributes.PROFILE,1,Unique
attributes.RECHTSSTATUS,1,Unique
attributes.RECHT_URL,1,Unique
attributes.ROLLSTUHLGERECHT,1,Unique
attributes.SCHUTZZONE,1,Unique
attributes.SNUMMER,1,Unique
attributes.SPRACHEN,1,Unique
attributes.STADTNAME,1,Unique
attributes.STANDORT,1,Unique
attributes.STANDORTTYP,1,Unique
attributes.Shape__Area,1,Unique
attributes.Shape__Length,1,Unique
attributes.Status,1,Unique
attributes.TEILZONE,1,Unique
attributes.TRAEGERTYP,1,Unique
attributes.TYPE,1,Unique
attributes.TYP_ERWEITERT,1,Unique
attributes.UML_NR,1,Unique
attributes.VERBUND,1,Unique
attributes.VERFUEGBARE_STECKERTYPEN,1,Unique
attributes.WAHLBEZIRK,1,Unique
attributes.WICKELTISCH,1,Unique
attributes.WWW,1,Unique
attributes.XPLANUNG,1,Unique
attributes.inKraftseit,1,Unique
ausbau,1,Unique
ausgesprochene Adoptionen im Berichtsjahr,1,Unique
ausschließlich geringfügig Beschäftigte,1,Unique
barrierearm,1,Unique
barrierefrei,1,Unique
baulast,1,Unique
baumhoehe,1,Unique
baumnr,1,Unique
baumnummer,1,Unique
begehung ,1,Unique
bemerkungen,1,Unique
beschlussfähig,1,Unique
beschreibung,1,Unique
bestelladresse,1,Unique
bestellbarkeit,1,Unique
betreiber,1,Unique
bewaesserungsmenge_in_liter,1,Unique
bezID,1,Unique
bezNAME,1,Unique
bike_lft,1,Unique
bike_rgt,1,Unique
bike_total,1,Unique
bis_str,1,Unique
bis_str_nr,1,Unique
breitengrad,1,Unique
briefwaehler,1,Unique
bzrID,1,Unique
bzrNAME,1,Unique
car_lft,1,Unique
car_rgt,1,Unique
car_speed0,1,Unique
car_speed10,1,Unique
car_speed20,1,Unique
car_speed30,1,Unique
car_speed40,1,Unique
car_speed50,1,Unique
car_speed60,1,Unique
car_speed70,1,Unique
car_total,1,Unique
cb,1,Unique
classification,1,Unique
darunter Allgemeinmedizin,1,Unique
darunter Chirugie,1,Unique
darunter Frauenheilkunde,1,Unique
darunter Innere Medizin,1,Unique
darunter Kinder- und Jugendmedizin,1,Unique
darunter Krafträder,1,Unique
darunter LKW,1,Unique
darunter PKW,1,Unique
darunter Verarbeitendes Gewerbe (in Mill. Euro),1,Unique
darunter Zugmaschienen,1,Unique
darunter eröffnete Verfahren,1,Unique
darunter in Praxen,1,Unique
date_local,1,Unique
datum_des_beginns,1,Unique
datum_des_beginns_des_vorhabens,1,Unique
datum_des_endes,1,Unique
datum_des_endes_des_vorhabens,1,Unique
davon Auszubildende in  Branddirektion,1,Unique
davon Auszubildende in Verwaltungsberufen,1,Unique
davon Auszubildende in gewerblich-technischen und weiteren Berufen,1,Unique
davon Auszubildende in soziale Berufen,1,Unique
davon Baugewerbe (in Mill. Euro),1,Unique
"davon Grundstücks- und Wohnungswesen, Finanz- und Unternehmensdienstleister (in Mill. Euro)",1,Unique
"davon Handel, Verkehr und Gastgewerbe, Information und Kommunikation (in Mill. Euro)",1,Unique
"davon Land- und Forstwirtschaft, Fischerei (in Mill. Euro)",1,Unique
davon Produzierendes Gewerbe (in Mill. Euro),1,Unique
davon Studierende in  Branddirektion,1,Unique
davon Studierende in Verwaltungsberufen,1,Unique
davon Studierende in gewerblich-technischen und weiteren Berufen,1,Unique
davon Studierende in sozialen Berufen,1,Unique
davon ohne Angabe,1,Unique
"davon Öffentliche und sonstige Dienstleister, Erziehung und Gesundheit (in Mill. Euro)",1,Unique
deutsch sprechen männlich,1,Unique
deutsch sprechen weiblich,1,Unique
deutsch verstehen männlich,1,Unique
deutsch verstehen weiblich,1,Unique
dt_name,1,Unique
durchm_aussen_mm,1,Unique
durchm_innen_mm,1,Unique
dynamicdata,1,Unique
e_mail,1,Unique
east_etrs89,1,Unique
eigentuemer,1,Unique
einmal,1,Unique
einrichtung,1,Unique
einrichtung_projekte,1,Unique
email,1,Unique
ergänzende Informationen,1,Unique
erscheinungsjahr,1,Unique
erschlname,1,Unique
et_pegel_m,1,Unique
facilitylocationwgs84lat,1,Unique
facilitylocationwgs84lon,1,Unique
feldbezeichner,1,Unique
fid,1,Unique
finanzierungsform,1,Unique
fiok_m_nhn,1,Unique
fiok_u_gok,1,Unique
fiuk_m_nhn,1,Unique
fiuk_u_gok,1,Unique
ga_lang_deutsch,1,Unique
ga_lang_wiss,1,Unique
gar nicht,1,Unique
gattung,1,Unique
gattung_deutsch,1,Unique
geaendert,1,Unique
gefahrdrohendes Anspringen von Menschen,1,Unique
geometry.paths,1,Unique
gesamtbetrag_der_fšrderfŠhigen_ausgaben_des_vorhabens,1,Unique
gesamtbetrag_förderfähiger_ausgaben,1,Unique
geschaetzte_Teilnehmerzahl,1,Unique
gilt_bis,1,Unique
gilt_von,1,Unique
globalid,1,Unique
gueltige_stimmen,1,Unique
gwm_name,1,Unique
h_ueber_nn,1,Unique
haushaltsid,1,Unique
haushaltstyp,1,Unique
heavy_lft,1,Unique
heavy_rgt,1,Unique
heavy_total,1,Unique
herkunftsregion,1,Unique
hnr_z,1,Unique
homepage,1,Unique
id;bezirk;name;shortname;strasse;plz_ort;von;bis;veranstalter;oeffnungszeiten;email;w3;bemerkungen;lat;lng;RSS-Titel;RSS-Beschreibung;immer-kostenlos;Mo;Di;Mi;Do;Fr;Sa;So;closed-exc;closed-exc-readable;hours-exc;hours-exc-readable;ignore;merged;international;action;image;urheberschaft;train;train_distance;short_distance,1,Unique
im Ausland; Angaben in Prozent,1,Unique
im selben Stadtbezirk; Angaben in Prozent,1,Unique
im selben Wohnviertel wie bisher; Angaben in Prozent,1,Unique
in %,1,Unique
in %.1,1,Unique
in %.2,1,Unique
in Adoptionspflege untergebrachte Kinder und Jugendliche am Jahresende,1,Unique
in Adoptionspflege untergebrachte Kinder und Jugendliche am Jahresende - männlich,1,Unique
in Adoptionspflege untergebrachte Kinder und Jugendliche am Jahresende - weiblich,1,Unique
in Krankenhausapotheken - insgesamt,1,Unique
in Krankenhausapotheken - männlich,1,Unique
in Krankenhausapotheken - weiblich,1,Unique
in Sachsen außer Leipzig und näherer Umgebung; Angaben in Prozent,1,Unique
in der näheren Umgebung Leipzigs max. 30 Min. mit dem Pkw von Leipzig entfernt; Angaben in Prozent,1,Unique
in einem Gemeinschaftsgarten,1,Unique
in einem anderen Stadtbezirk Leipzigs; Angaben in Prozent,1,Unique
in einem anderen der neuen Bundesländer außer nähere Umgebung; Angaben in Prozent,1,Unique
in einem der alten Bundesländer; Angaben in Prozent,1,Unique
in öffentlichen Apotheken - insgesamt,1,Unique
in öffentlichen Apotheken - männlich,1,Unique
in öffentlichen Apotheken - weiblich,1,Unique
inbetrieb_am,1,Unique
insgesamt,1,Unique
installationdate,1,Unique
interventionskategorie,1,Unique
ja; Angaben in Prozent,1,Unique
jahr,1,Unique
kandidat_akadgrad,1,Unique
kandidat_beruftaetigkeit,1,Unique
kandidat_gebiet_name,1,Unique
kandidat_gebiet_nr,1,Unique
kandidat_listennr,1,Unique
kandidat_name,1,Unique
kandidat_partei_kurzname,1,Unique
kandidat_partei_langname,1,Unique
kandidat_vorname,1,Unique
kandidierende,1,Unique
kat_erschl,1,Unique
kat_sstrgs,1,Unique
"kein Garten, habe aber Interesse daran",1,Unique
"kein Garten, habe auch kein Interesse daran",1,Unique
kinderzahl,1,Unique
klass_netz,1,Unique
knoten,1,Unique
knoten_01,1,Unique
kofinanzierung_aus_nationalen_öffentlichen_Mitteln,1,Unique
kofinanzierungssatz_in_prozent,1,Unique
kr_durchm,1,Unique
ladeart,1,Unique
ladeeinr_art,1,Unique
laenge_m,1,Unique
laengengrad,1,Unique
laufende Nummer    ,1,Unique
letzte_bewaesserung,1,Unique
lfd. Nr.,1,Unique
mehrfach,1,Unique
möglicherweise; Angaben in Prozent,1,Unique
nachpflanzung_geplant,1,Unique
name_des_beguenstigten,1,Unique
name_des_begünstigten,1,Unique
nein; Angaben in Prozent,1,Unique
next,1,Unique
"nicht zahlende Besucherinnen
und Besucher",1,Unique
north_etrs89,1,Unique
nr_senatsverwaltung,1,Unique
nummer,1,Unique
objektkuerzel,1,Unique
of_uf,1,Unique
original names,1,Unique
originalbild,1,Unique
ortsd_text,1,Unique
ortsdurchf,1,Unique
ortsteilname,1,Unique
ortsteilnummer,1,Unique
p1_kw,1,Unique
p2_5,1,Unique
p2_kw,1,Unique
p3_kw,1,Unique
p4_kw,1,Unique
p50,1,Unique
p90,1,Unique
p95,1,Unique
p97_5,1,Unique
page,1,Unique
parkingfacility_hnr,1,Unique
parkingfacility_hnr_z,1,Unique
parkingfacility_ort,1,Unique
parkingfacility_plz,1,Unique
parkingfacility_str,1,Unique
parkingfacilityaddressinfo,1,Unique
parkingfacilitycost,1,Unique
parkingfacilitydisabledparking,1,Unique
parkingfacilityecharging,1,Unique
parkingfacilityopen,1,Unique
parkingfacilityopeninfo,1,Unique
parkingfacilitytype,1,Unique
parkingfacilityurl,1,Unique
partei-stimmzettel-position,1,Unique
patenschaftsnummer,1,Unique
ped_lft,1,Unique
ped_rgt,1,Unique
ped_total,1,Unique
personenzahl,1,Unique
pgrID,1,Unique
pgrNAME,1,Unique
plrID,1,Unique
plrNAME,1,Unique
plz_ort,1,Unique
previous,1,Unique
projektnummer,1,Unique
properties.BEZIRK,1,Unique
properties.BEZIRKSREG,1,Unique
properties.BLOCK_ADDR,1,Unique
properties.BLOCK_ID,1,Unique
properties.BLOCK_NAME,1,Unique
properties.BLOCK_SIDE,1,Unique
properties.BUS,1,Unique
properties.CAR_SHARE,1,Unique
properties.CENTRE_POI,1,Unique
properties.CONSTRUCTI,1,Unique
properties.DISABLED,1,Unique
properties.Direction,1,Unique
properties.EINWOZAHL,1,Unique
properties.END_OFFSET,1,Unique
properties.EV,1,Unique
properties.FREE_PARK,1,Unique
properties.LENGTH_PER,1,Unique
properties.Lane,1,Unique
properties.Location,1,Unique
properties.OT,1,Unique
properties.PAID_PARK,1,Unique
properties.PLANRAUM,1,Unique
properties.Position,1,Unique
properties.RATES,1,Unique
properties.RESIDENTIA,1,Unique
properties.RESTRICTIO,1,Unique
properties.SBZ,1,Unique
properties.SEGMENTID,1,Unique
properties.SEG_LENGTH,1,Unique
properties.SPACES_CAR,1,Unique
properties.SPACES_DIS,1,Unique
properties.SPACES_EV,1,Unique
properties.SPACES_TAX,1,Unique
properties.START_OFFS,1,Unique
properties.STB,1,Unique
properties.Start of Operation,1,Unique
properties.TAXI,1,Unique
properties.TOTAL_SPAC,1,Unique
properties.area,1,Unique
properties.b_type,1,Unique
properties.category,1,Unique
properties.info,1,Unique
properties.inter_id,1,Unique
properties.job_id,1,Unique
properties.name,1,Unique
properties.teuID,1,Unique
publictoilet,1,Unique
publictransportbarrierfree,1,Unique
publictransportbarrierfreeinfo,1,Unique
publictransportlineheavyrail,1,Unique
publictransportlinetram,1,Unique
publictransporturl,1,Unique
quelle,1,Unique
region1,1,Unique
results,1,Unique
schul_id,1,Unique
schulart,1,Unique
schule,1,Unique
schulnummer,1,Unique
schultraeger,1,Unique
schutzzweck,1,Unique
segment_id,1,Unique
sekundäres_ESF-Thema,1,Unique
sitze,1,Unique
so_av_id,1,Unique
so_av_tx,1,Unique
so_beg,1,Unique
so_bof,1,Unique
so_change,1,Unique
so_end,1,Unique
so_entf,1,Unique
so_fun_id,1,Unique
so_fun_tx,1,Unique
so_gid,1,Unique
so_id,1,Unique
so_kt,1,Unique
so_la_id,1,Unique
so_la_tx,1,Unique
so_lb_id,1,Unique
so_lb_tx,1,Unique
so_lc_id,1,Unique
so_lc_tx,1,Unique
so_ld_id,1,Unique
so_ld_tx,1,Unique
so_mat_id,1,Unique
so_mat_tx,1,Unique
so_prj,1,Unique
so_seg_id,1,Unique
so_seg_sb,1,Unique
so_seg_sid,1,Unique
so_seg_sn,1,Unique
so_sym_id,1,Unique
so_sym_tx,1,Unique
so_sym_wk,1,Unique
so_typ,1,Unique
so_vs,1,Unique
so_x,1,Unique
so_y,1,Unique
so_zu_id,1,Unique
so_zu_tx,1,Unique
sonstige Form des Gärtnerns,1,Unique
sonstige Rechtsformen,1,Unique
sstrgsname,1,Unique
st_durchm,1,Unique
st_umfang,1,Unique
stadtbez,1,Unique
stadtteile,1,Unique
stala_id,1,Unique
stammumfang,1,Unique
standort,1,Unique
standort beauftragt,1,Unique
standzeitraum,1,Unique
status_patenbaum,1,Unique
steckertyp_1,1,Unique
steckertyp_2,1,Unique
steckertyp_3,1,Unique
steckertyp_4,1,Unique
stichworte,1,Unique
str,1,Unique
str_nr,1,Unique
territoriale_umsetzungsmechanismen,1,Unique
themenfeld,1,Unique
tiefbau ,1,Unique
timestamp,1,Unique
titel,1,Unique
totalparkingcapacity,1,Unique
traeger,1,Unique
tstamp,1,Unique
tägliche Niederschlagshöhe,1,Unique
tägliche Sonnenscheindauer,1,Unique
ungueltige_stimmzettel,1,Unique
unions-kofinanzierungssatz_pro_prioritŠtsachse,1,Unique
uptime,1,Unique
url,1,Unique
utm_east,1,Unique
utm_north,1,Unique
v85,1,Unique
veranstaltungen.veranstaltung,1,Unique
"version=""1.0""?>",1,Unique
von_str,1,Unique
von_str_nr,1,Unique
vorgemerkte Adoptionsbewerbungen am Jahresende,1,Unique
vz_aufst,1,Unique
vz_bez,1,Unique
vz_ftyp,1,Unique
vz_gr,1,Unique
vz_kat_nr,1,Unique
vz_lr,1,Unique
vz_nr,1,Unique
vz_pos,1,Unique
vz_rtg_id,1,Unique
vz_rtg_tx,1,Unique
vz_seg_id,1,Unique
vz_seg_sid,1,Unique
vz_seg_sn,1,Unique
vz_var,1,Unique
vz_wnkl,1,Unique
vz_zus_tx,1,Unique
waehler-t1,1,Unique
waehler-t2,1,Unique
waehler-t3,1,Unique
waehler-t4,1,Unique
waehler-t5,1,Unique
waehler-t6,1,Unique
waehler-t7,1,Unique
waehler-t8,1,Unique
wahlobjekte,1,Unique
wahlobjekte-fremd,1,Unique
wahlobjekte-staedtisch-schulen,1,Unique
wahlobjekte-staedtisch-sonstige,1,Unique
wahlraeume,1,Unique
wahlraeume-barrierefrei,1,Unique
wintkat,1,Unique
wiss_name,1,Unique
x,1,Unique
x_wert,1,Unique
y,1,Unique
y_wert,1,Unique
"zahlende 
Besucherinnen
und  Besucher",1,Unique
zeitraum-ende,1,Unique
zeitraum-start,1,Unique
zw,1,Unique
|------------------------------------------------------|,1,Unique
Öffentliche Apotheken,1,Unique
Öffnung,1,Unique
Öffnungszeiten,1,Unique
Öffnungszeiten Ende,1,Unique
Öffnungszeiten Start,1,Unique
Über uns,1,Unique
Überplanmäßige Ausgaben,1,Unique
Überplanmäßige VE,1,Unique
"Übrige Wirtschaftsbereiche (A, B, D, E, P)",1,Unique
öffentliche Ausschreibung,1,Unique
übrige Unfälle mit schwerwiegendem Sachschaden ohne Alkoholeinfluss,1,Unique
